exam,year,course,round,college_code,college_name,programme,category,closing_rank,source_pdf
PGCET,2023,MBA,ROUND - 1,B051,"CANARA BANK SCHOOL OF MANAGEMENT STUDIES,CENTRAL COLLEGE CAMPUS, BENGALURU BANGALORE",MB - MBA,GM,42669,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B053,"CANARA BANK SCHOOL OF MANAGEMENT STUDIES, JNANA BHARATHI CAMPUS,BANGALORE U BANGALORE",BG - MBA-GEN.,GM,28834,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B072,"THE KISHKINDA UNIVESITY NEAR SINDHIGERI, GP NO 735, H. HOSALLI SIRUGUPPA T",MB - MBA,GM,43260,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B073,"ST PHILOMENA'S COLLEGE BANNIMANTAP, MYSORE",MB - MBA,1G,20248,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B073,"ST PHILOMENA'S COLLEGE BANNIMANTAP, MYSORE",MB - MBA,2AG,21312,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B073,"ST PHILOMENA'S COLLEGE BANNIMANTAP, MYSORE",MB - MBA,2BG,13747,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B073,"ST PHILOMENA'S COLLEGE BANNIMANTAP, MYSORE",MB - MBA,3AG,13456,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B073,"ST PHILOMENA'S COLLEGE BANNIMANTAP, MYSORE",MB - MBA,3BG,15203,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B073,"ST PHILOMENA'S COLLEGE BANNIMANTAP, MYSORE",MB - MBA,GM,11751,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B073,"ST PHILOMENA'S COLLEGE BANNIMANTAP, MYSORE",MB - MBA,GMH,31545,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B073,"ST PHILOMENA'S COLLEGE BANNIMANTAP, MYSORE",MB - MBA,SCG,18132,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B073,"ST PHILOMENA'S COLLEGE BANNIMANTAP, MYSORE",MB - MBA,STG,23303,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B074,"SRI DEVARAJ URS INSTITUTE OF MANAGEMENT RLJIT CAMPUS, KODIGEHALLI",MB - MBA,1G,32661,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B074,"SRI DEVARAJ URS INSTITUTE OF MANAGEMENT RLJIT CAMPUS, KODIGEHALLI",MB - MBA,2AG,37052,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B074,"SRI DEVARAJ URS INSTITUTE OF MANAGEMENT RLJIT CAMPUS, KODIGEHALLI",MB - MBA,2BG,29599,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B074,"SRI DEVARAJ URS INSTITUTE OF MANAGEMENT RLJIT CAMPUS, KODIGEHALLI",MB - MBA,3AG,28119,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B074,"SRI DEVARAJ URS INSTITUTE OF MANAGEMENT RLJIT CAMPUS, KODIGEHALLI",MB - MBA,3BG,29357,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B074,"SRI DEVARAJ URS INSTITUTE OF MANAGEMENT RLJIT CAMPUS, KODIGEHALLI",MB - MBA,GM,27423,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B074,"SRI DEVARAJ URS INSTITUTE OF MANAGEMENT RLJIT CAMPUS, KODIGEHALLI",MB - MBA,SCG,43373,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B074,"SRI DEVARAJ URS INSTITUTE OF MANAGEMENT RLJIT CAMPUS, KODIGEHALLI",MB - MBA,STG,39388,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B075,"SHRI MADHWA VADIRAJA INSTITUTE OF TECHNOLOGY AND MANAGEMENT VISHWOTHAMA NAGAR,",BF - MBA-FINANCE,GM,43655,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B075,"SHRI MADHWA VADIRAJA INSTITUTE OF TECHNOLOGY AND MANAGEMENT VISHWOTHAMA NAGAR,",BF - MBA-FINANCE,NKN,11989,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B076,"SESHADRIPURAM COLLEGE TUMAKURU ""VIKASABHARATI"" CAMPUS, GANGASANDRA ROAD, KALPATHA",MB - MBA,1G,30621,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B076,"SESHADRIPURAM COLLEGE TUMAKURU ""VIKASABHARATI"" CAMPUS, GANGASANDRA ROAD, KALPATHA",MB - MBA,2AG,31340,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B076,"SESHADRIPURAM COLLEGE TUMAKURU ""VIKASABHARATI"" CAMPUS, GANGASANDRA ROAD, KALPATHA",MB - MBA,2BG,28637,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B076,"SESHADRIPURAM COLLEGE TUMAKURU ""VIKASABHARATI"" CAMPUS, GANGASANDRA ROAD, KALPATHA",MB - MBA,3AG,20430,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B076,"SESHADRIPURAM COLLEGE TUMAKURU ""VIKASABHARATI"" CAMPUS, GANGASANDRA ROAD, KALPATHA",MB - MBA,3BG,19586,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B076,"SESHADRIPURAM COLLEGE TUMAKURU ""VIKASABHARATI"" CAMPUS, GANGASANDRA ROAD, KALPATHA",MB - MBA,GM,18924,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B076,"SESHADRIPURAM COLLEGE TUMAKURU ""VIKASABHARATI"" CAMPUS, GANGASANDRA ROAD, KALPATHA",MB - MBA,SCG,36271,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B076,"SESHADRIPURAM COLLEGE TUMAKURU ""VIKASABHARATI"" CAMPUS, GANGASANDRA ROAD, KALPATHA",MB - MBA,STG,35842,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B077,"SESHADRIPURAM COLLEGE NO. 27, NAGAPPA STREET, SESHADRIPURAM, BENGALURU 5",MB - MBA,1G,16722,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B077,"SESHADRIPURAM COLLEGE NO. 27, NAGAPPA STREET, SESHADRIPURAM, BENGALURU 5",MB - MBA,2AG,14603,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B077,"SESHADRIPURAM COLLEGE NO. 27, NAGAPPA STREET, SESHADRIPURAM, BENGALURU 5",MB - MBA,2BG,12926,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B077,"SESHADRIPURAM COLLEGE NO. 27, NAGAPPA STREET, SESHADRIPURAM, BENGALURU 5",MB - MBA,3AG,10429,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B077,"SESHADRIPURAM COLLEGE NO. 27, NAGAPPA STREET, SESHADRIPURAM, BENGALURU 5",MB - MBA,3BG,11401,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B077,"SESHADRIPURAM COLLEGE NO. 27, NAGAPPA STREET, SESHADRIPURAM, BENGALURU 5",MB - MBA,GM,9824,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B077,"SESHADRIPURAM COLLEGE NO. 27, NAGAPPA STREET, SESHADRIPURAM, BENGALURU 5",MB - MBA,GMH,30815,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B077,"SESHADRIPURAM COLLEGE NO. 27, NAGAPPA STREET, SESHADRIPURAM, BENGALURU 5",MB - MBA,SCG,24743,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B077,"SESHADRIPURAM COLLEGE NO. 27, NAGAPPA STREET, SESHADRIPURAM, BENGALURU 5",MB - MBA,SCH,43169,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B077,"SESHADRIPURAM COLLEGE NO. 27, NAGAPPA STREET, SESHADRIPURAM, BENGALURU 5",MB - MBA,STG,37260,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B078,"RNS FIRST GRADE COLLEGE RNSIT CAMPUS, DR.VISHNUVARDHAN ROAD, CHANNASANDRA,",MB - MBA,1G,5052,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B078,"RNS FIRST GRADE COLLEGE RNSIT CAMPUS, DR.VISHNUVARDHAN ROAD, CHANNASANDRA,",MB - MBA,2AG,5407,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B078,"RNS FIRST GRADE COLLEGE RNSIT CAMPUS, DR.VISHNUVARDHAN ROAD, CHANNASANDRA,",MB - MBA,2BG,17802,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B078,"RNS FIRST GRADE COLLEGE RNSIT CAMPUS, DR.VISHNUVARDHAN ROAD, CHANNASANDRA,",MB - MBA,3AG,4228,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B078,"RNS FIRST GRADE COLLEGE RNSIT CAMPUS, DR.VISHNUVARDHAN ROAD, CHANNASANDRA,",MB - MBA,3BG,4528,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B078,"RNS FIRST GRADE COLLEGE RNSIT CAMPUS, DR.VISHNUVARDHAN ROAD, CHANNASANDRA,",MB - MBA,GM,3021,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B078,"RNS FIRST GRADE COLLEGE RNSIT CAMPUS, DR.VISHNUVARDHAN ROAD, CHANNASANDRA,",MB - MBA,GMH,3763,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B078,"RNS FIRST GRADE COLLEGE RNSIT CAMPUS, DR.VISHNUVARDHAN ROAD, CHANNASANDRA,",MB - MBA,SCG,14142,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B078,"RNS FIRST GRADE COLLEGE RNSIT CAMPUS, DR.VISHNUVARDHAN ROAD, CHANNASANDRA,",MB - MBA,STG,23084,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B079,"RATHINAM SCHOOL OF BUSINESS SURVEY NO. 137, DODDAKAMMANAHALLI VILLAGE, BEGUR H",MB - MBA,GM,43726,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B080,"R.L.JALAPPA INSTITUTE OF TECHNOLOGY KODIGEHALLI, DODDABALLAPUR-561203, BANGALORE RURAL",MB - MBA,1G,40431,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B080,"R.L.JALAPPA INSTITUTE OF TECHNOLOGY KODIGEHALLI, DODDABALLAPUR-561203, BANGALORE RURAL",MB - MBA,2AG,34508,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B080,"R.L.JALAPPA INSTITUTE OF TECHNOLOGY KODIGEHALLI, DODDABALLAPUR-561203, BANGALORE RURAL",MB - MBA,2BG,32989,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B080,"R.L.JALAPPA INSTITUTE OF TECHNOLOGY KODIGEHALLI, DODDABALLAPUR-561203, BANGALORE RURAL",MB - MBA,3AG,25133,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B080,"R.L.JALAPPA INSTITUTE OF TECHNOLOGY KODIGEHALLI, DODDABALLAPUR-561203, BANGALORE RURAL",MB - MBA,3BG,33126,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B080,"R.L.JALAPPA INSTITUTE OF TECHNOLOGY KODIGEHALLI, DODDABALLAPUR-561203, BANGALORE RURAL",MB - MBA,GM,25016,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B080,"R.L.JALAPPA INSTITUTE OF TECHNOLOGY KODIGEHALLI, DODDABALLAPUR-561203, BANGALORE RURAL",MB - MBA,GMH,41633,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B080,"R.L.JALAPPA INSTITUTE OF TECHNOLOGY KODIGEHALLI, DODDABALLAPUR-561203, BANGALORE RURAL",MB - MBA,SCG,38756,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B080,"R.L.JALAPPA INSTITUTE OF TECHNOLOGY KODIGEHALLI, DODDABALLAPUR-561203, BANGALORE RURAL",MB - MBA,STG,38383,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B081,PARIVARTHANA BUSINESS SCHOOL PARIVARTHANA BUSINESS SCHOOL PLOT NO. 436-B HEBBAL,MB - MBA,1G,29857,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B081,PARIVARTHANA BUSINESS SCHOOL PARIVARTHANA BUSINESS SCHOOL PLOT NO. 436-B HEBBAL,MB - MBA,2AG,26420,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B081,PARIVARTHANA BUSINESS SCHOOL PARIVARTHANA BUSINESS SCHOOL PLOT NO. 436-B HEBBAL,MB - MBA,2BG,20328,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B081,PARIVARTHANA BUSINESS SCHOOL PARIVARTHANA BUSINESS SCHOOL PLOT NO. 436-B HEBBAL,MB - MBA,3AG,20944,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B081,PARIVARTHANA BUSINESS SCHOOL PARIVARTHANA BUSINESS SCHOOL PLOT NO. 436-B HEBBAL,MB - MBA,3BG,21737,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B081,PARIVARTHANA BUSINESS SCHOOL PARIVARTHANA BUSINESS SCHOOL PLOT NO. 436-B HEBBAL,MB - MBA,GM,19241,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B081,PARIVARTHANA BUSINESS SCHOOL PARIVARTHANA BUSINESS SCHOOL PLOT NO. 436-B HEBBAL,MB - MBA,GMH,38389,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B081,PARIVARTHANA BUSINESS SCHOOL PARIVARTHANA BUSINESS SCHOOL PLOT NO. 436-B HEBBAL,MB - MBA,SCG,30004,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B081,PARIVARTHANA BUSINESS SCHOOL PARIVARTHANA BUSINESS SCHOOL PLOT NO. 436-B HEBBAL,MB - MBA,STG,37680,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B082,"NATIONAL POWER TRAINING INSTITUTE PO BOX 8201, BANASHANKARI II STAGE,",MB - MBA,GM,43490,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B083,"MBA DEPARTMENT,TUMKUR UNIVERSITY TUMKUR",MB - MBA,1G,23226,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B083,"MBA DEPARTMENT,TUMKUR UNIVERSITY TUMKUR",MB - MBA,2AG,21890,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B083,"MBA DEPARTMENT,TUMKUR UNIVERSITY TUMKUR",MB - MBA,2BG,21226,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B083,"MBA DEPARTMENT,TUMKUR UNIVERSITY TUMKUR",MB - MBA,3AG,16910,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B083,"MBA DEPARTMENT,TUMKUR UNIVERSITY TUMKUR",MB - MBA,3BG,15985,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B083,"MBA DEPARTMENT,TUMKUR UNIVERSITY TUMKUR",MB - MBA,GM,15017,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B083,"MBA DEPARTMENT,TUMKUR UNIVERSITY TUMKUR",MB - MBA,GMH,29914,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B083,"MBA DEPARTMENT,TUMKUR UNIVERSITY TUMKUR",MB - MBA,SCG,24877,PGCET_cutoff_2023_r1_mba_fin.pdf
PGCET,2023,MBA,ROUND - 1,B083,"MBA DEPARTMENT,TUMKUR UNIVERSITY TUMKUR",MB - MBA,SCH,36365,PGCET_cutoff_2023_r1_mba_fin.pdf
